Title,rating,reviewCount,website,phoneNumber,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
Blazing Hand Tattoos,4.8,246,blazinghand.co.za,+27 60 562 1776,Shop 5 - Goodies for Gardens - 4 Vlei St - Glen marais - Kempton Park - 1619 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 3PM,9AM - 3PM,-26.067187500000003,28.240937499999987
Onixx Tattoos & Piercings,4.6,49,,+27 63 954 4329,549 President Steyn St - Pretoria North - Pretoria - 0821 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,9AM - 4PM,11AM - 1PM,-25.666187500000007,28.170437500000006
Archive Tattoo Studio,4.8,57,archivetattoos.co.za,+27 71 612 7737,First floor Building 1 In Shere Lifestyle Centre - 4 Graham Rd - Shere - 0084 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 3PM,9AM - 12PM,-25.782937500000003,28.3473125
Dragon Fire Tattoos,4.5,59,dragonfire.co.za,+27 83 231 4364,River Square Shopping Centre - P2A - Nile Dr - Three Rivers - Vereeniging - 1930 - South Africa,,,,,,,,-26.66368750000001,27.97156249999999
Tattoo Tony Creations Custom Tattoo Lounge,4.9,55,,+27 12 753 8156,Gift Acres Convenience Centre - Lynnwood Rd - Lynnwood Ridge - Pretoria - 0081 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 3PM,Closed,-25.7685625,28.295937499999994
Humdinger Tattoo Emporium,4.8,225,humdingertattoos.co.za,+27 78 152 4809,674 Elvira St - Garsfontein - Pretoria - 0181 - South Africa,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,9AM - 5PM,10AM - 5PM,-25.791937500000003,28.306812499999992
Tattoos & Body Piercings By Dee,4.9,278,http://www.tattoosbydee.co.za/,+27 83 669 0770,Next to Boston College - 36 De Beer St - Braamfontein - Johannesburg - 2001 - South Africa,Closed,11AM - 5PM,11AM - 5PM,11AM - 5PM,11AM - 5PM,10:30AM - 1:30PM,Closed,-26.1919375,28.034687500000004
Black And White Tattoo Studio,4.7,307,blackandwhitetattoostudios.co.za,+27 84 288 7525,130 11th St - Parkmore - Sandton - 2196 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,10AM - 5PM,-26.0994375,28.0469375
Eternal Addiction Tattoos.,4.4,27,https://www.facebook.com/eternaladdictiontattoos/,+27 71 375 6391,no 6b - Greenhill Ave - Highveld Park - Emalahleni - 1035 - South Africa,Closed,Closed,5:30 - 9PM,5:30 - 9PM,2:30 - 4PM,9:30AM - 5PM,10:30AM - 3PM,-25.859187500000004,29.250187499999996
Inksane Tattoos.Sa,4.9,136,inksanetattoossa.co.za,+27 82 411 4345,Shop B1 - 16 Lavender Rd W - Wonderboom - Pretoria - 0182 - South Africa,Closed,8:30AM - 5PM,8:30AM - 5PM,8:30AM - 5PM,8:30AM - 6PM,8:30AM - 6PM,9AM - 2PM,-25.684187500000007,28.1923125
Sorry Mom Tattoo Art Studio,4.8,87,sorrymomtattoos.co.za,+27 71 674 6801,Shop UL22 - Lonehill Shopping Centre - Lonechill Blvd - Lone Hill - Johannesburg - 2062 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 4PM,9AM - 1PM,-26.014312500000003,28.0253125
Adam'S Eden Tattoos,5.0,62,,+27 71 493 5480,12 Emma St - Eden Glen - Edenvale - 1609 - South Africa,Closed,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,Closed,-26.127187499999998,28.168937500000013
House Of Holland Tattoos,5.0,49,houseofhollandtattoos.com,+27 60 759 0706,117 General Hertzog Rd - Three Rivers - Vereeniging - 1935 - South Africa,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 3PM,Closed,-26.658437500000005,27.9688125
Artrageous Tattoos,4.8,150,artrageous.co.za,+27 84 547 4614,86 Pretoria Rd - Rynfield - Benoni - 1514 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,Closed,-26.158062500000007,28.33331250000002
Inksanity Tattoos & Body Piercings,4.6,64,,+27 71 741 9972,8 Ross St - Potchindustria - Potchefstroom - 2520 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 2PM,Closed,-26.713437500000005,27.067937500000014
The Tattoo Gallery,4.7,29,thetattoogallery.co.za,+27 11 794 3821,Upper Level - Shop 14 Honey Crest Shopping Centre - Beyers Naud̩ Dr & - Duiker Ave - Randpark Ridge - Johannesburg - 2156 - South Africa,Closed,10AM - 5:30PM,10AM - 5:30PM,10AM - 5:30PM,10AM - 5:30PM,10AM - 5:30PM,10AM - 5:30PM,-26.0931875,27.939562500000008
The Kapital Tattoo Collective,5.0,25,,+27 66 236 8371,84 Geelhout St - Moregloed - Pretoria - 0186 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 3PM,-25.7091875,28.24281249999997
Tattoocharm - Where Ink And Art Meet,4.9,61,tattoocharm.co.za,+27 61 819 0085,146 Goudvis Rd - Benoni North AH - Benoni - 1500 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,-26.134187500000003,28.311937500000013
Blackrose Tattoos,4.9,56,blackrosetattoos.co.za,+27 72 114 3252,12 Ebbehout St - Sharonlea - Randburg - 2194 - South Africa,Closed,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,-26.064312500000007,27.963812499999975
Vain Venom Ink Tattoo And Piercing Studio,5.0,143,,+27 66 521 5520,22 Halter Place - Denneboom Rd - Wapadrand - Pretoria - 0081 - South Africa,Closed,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 3PM,10AM - 2PM,-25.767937500000002,28.321187500000022
The Painted Lady Tattoo,4.7,100,,+27 11 783 9991,72 11th St - Parkmore - Sandton - 2196 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 2PM,-26.094812500000003,28.038187500000006
Ink To Skin Tattooing,4.8,68,https://inktoskin.co.za/,+27 84 273 9364,Vitality Medical Centre - 184 Columbine Ave - Mondeor - Johannesburg South - 2091 - South Africa,Open 24 hours,10AM - 4:30PM,10AM - 4:30PM,10AM - 4:30PM,10AM - 4:30PM,10AM - 4:30PM,10AM - 4:30PM,-26.274812500000003,28.000312499999993
Style Ink Tattoos,4.8,171,https://styleink-tattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 79 495 2456,51 Farrar St - Northmead - Benoni - 1501 - South Africa,9AM - 12PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,Closed,-26.162562500000007,28.310187499999998
Buzz Inc Tattoo Studio,5.0,81,https://www.facebook.com/BuzzTattoo/,+27 83 355 5537,All Saints Centre - Windsor Way - Olivedale - Johannesburg - 1709 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,Closed,-26.053312500000004,27.97156249999999
Mambos Tattoo Studio,4.8,37,,+27 78 629 2375,5413 Imbongolo St - Olievenhoutbos 24 - Centurion - 0187 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,9AM - 4:30PM,-25.91843750000001,28.094437500000012
Skin Candy Tattoos,4.5,76,https://www.facebook.com/skincandytatz/,+27 81 598 1204,248 Ben Viljoen St - Pretoria North - Pretoria - 0182 - South Africa,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,9AM - 3PM,9AM - 3PM,-25.676687500000014,28.174437500000025
J.C Tattoo & Body Piercing,4.5,28,,+27 76 658 2727,139 Main Rd - Newlands - Johannesburg - 2093 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,8:30AM - 4PM,Closed,-26.175312500000004,27.966937499999986
Eye Candy Tattoo Studio,4.7,41,https://heytattoo.co.za/0181393/Eye_candy_tattoo_studio,+27 72 310 0036,0300 - 174 a Kock St - Rustenburg - 0300 - South Africa,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,Closed,-25.68168750000001,27.233437499999994
Sa Hardcore Social Club,4.8,71,,+27 11 327 2812,16A 4th Ave - Parkhurst - Randburg - 2193 - South Africa,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 4PM,-26.1415625,28.01718749999999
1933 Classic Tattoos,4.8,104,http://www.1933.co.za/,+27 11 403 0077,33 De Korte St - Braamfontein - Johannesburg - 2000 - South Africa,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,10AM - 4PM,Closed,-26.193937500000004,28.030937500000007
Awhe Tattoo & Lifestyle Studio,4.9,246,awhetattoo.co.za,+27 72 248 0092,100 Elizabeth Rd - El Ridge Office Park D5 - Bartlett - Boksburg - 1460 - South Africa,9AM - 6PM,9AM - 10PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,-26.166812500000006,28.274562500000016
Lah Blue Tattoo Co.,5.0,46,lahbluetattoo.co.za,+27 66 372 8680,44 Van Wyk Louw Dr - Parkrand - Boksburg - 1459 - South Africa,Closed,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,-26.247187500000003,28.277937499999993
Romans Tattoo And Piercing,4.8,97,romanstattoo.co.za,+27 76 373 7380,Shop A23 Northview Shopping center Northriding - Northriding - 2188 - South Africa,Closed,9AM - 8PM,9AM - 8PM,9AM - 8PM,9AM - 8PM,9AM - 6PM,9AM - 3PM,-26.0604375,27.953812499999984
Dragon Heart Tattoo And Piercing Studio,4.9,123,http://www.dragonhearttattoo.co.za/,+27 66 238 7227,Parkview Shopping Centre Inside Jack and Charlie's Motorcycles c/o Garsfontein and Hospital Street Moreleta Park - East - Pretoria - 0044 - South Africa,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 2PM,10AM - 4PM,10AM - 4PM,10AM - 2PM,-25.817812499999988,28.303437500000015
True Blue Professional Tattoo Studio,4.9,327,https://truebluetattoos.co.za/,+27 62 036 4052,13 Firwood Ave - Hazelwood - Pretoria - 0081 - South Africa,8AM - 8PM,8AM - 8PM,8AM - 8PM,8AM - 8PM,8AM - 8PM,8AM - 8PM,8AM - 8PM,-25.7758125,28.255687500000008
Jean Tattooing,4.7,19,,+27 13 690 1372,25 Klipspringer Ave - Reyno Ridge - Emalahleni - 1049 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,Closed,Closed,Closed,-25.903687500000004,29.250937500000006
Inkasi Tattoo,4.7,124,https://www.facebook.com/inKasiTattoo/,+27 81 500 0359,10680 Bhele St - Pimville Zone 1 - Soweto - 1809 - South Africa,Closed,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 3PM,-26.2599375,27.912562499999993
Totem Ink Tattoo Studio,5.0,32,totemink.co.za,+27 79 012 4088,15 Honiball St - Rynfield - Benoni - 1500 - South Africa,Closed,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 5PM,10AM - 2PM,-26.15731250000001,28.336437500000002
The Sublime Sideshow Tattoo Emporium,4.5,22,https://sublimesideshow.wordpress.com/,+27 73 208 5099,2 Scott St - Schoemansville - Hartbeespoort - 0216 - South Africa,Closed,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,-25.728687500000007,27.857687499999983
Little Hollow Tattoo Studio,4.8,56,littlehollowtattoostudio.com,+27 64 284 5124,242 Bryanston Dr - Bryanston - Sandton - 2191 - South Africa,Closed,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,Closed,-26.0510625,28.03643749999999
Sheknows Ink Tattoo Studio,4.9,90,https://www.facebook.com/sheknowsink,+27 76 421 1063,93 Bram Fischer Dr - Ferndale - Randburg - 2194 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,Closed,-26.111562499999998,27.9999375
Geoff Squires Tattoos,5.0,69,geoffsquirestattoos.co.za,+27 84 847 9527,90 Palliser Rd - Eastleigh - Edenvale - 1609 - South Africa,8AM - 4PM,8AM - 4PM,8AM - 4PM,8AM - 4PM,8AM - 4PM,8AM - 4PM,Closed,-26.128437499999997,28.163312500000004
Shadow Line Tattoos,4.5,84,,+27 73 628 0875,Shop 14 - Noordheuwel Mall - 110 Van Oordt St - Krugersdorp - Johannesburg - 1734 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,10AM - 5PM,-26.083312500000005,27.801937500000022
John'S Custom Tattoo & Piercing,5.0,32,,+27 82 434 2007,94C Rietfontein Rd - Primrose - Johannesburg - 1401 - South Africa,10AM - 4PM,10AM - 4PM,Closed,10AM - 4PM,10AM - 4PM,10AM - 4PM,Closed,-26.18981250000001,28.15943750000001
Fallen Heroes Tattoo // Art,4.8,433,fallenheroes.co.za,+27 11 028 0994,249 Barry Hertzog Ave - Emmarentia - Randburg - 2195 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,Closed,Closed,-26.145812500000005,28.007937499999983
Sacredserpent,4.9,24,,+27 79 526 8498,Unit U4B - Quality House Office Park - 33 St Christopher Rd - St Andrews - Johannesburg - South Africa,Closed,Closed,9AM - 4PM,9AM - 4PM,9AM - 4PM,10AM - 3PM,Closed,-26.155437500000005,28.131312499999993
Exclusive Ink,5.0,22,exclusiveink.co.za,+27 63 143 9624,Cramerview Centre - 277 Main Rd - Bryanston - Johannesburg - 2060 - South Africa,Closed,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 2PM,Closed,-26.073312500000007,28.01281249999998
Wayne'S Tattoos,4.7,60,,+27 11 682 3798,Comaro Shopping Center - Comaro St - Bassonia - Johannesburg South - 2190 - South Africa,,,,,,,,-26.278937499999998,28.067062500000006
Rock Steady Tattoos,4.9,34,rocksteadytattoos.co.za,+27 67 746 1161,7 Tegel Ave - Highveld - Centurion - 0157 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,10AM - 6PM,9AM - 3PM,-25.87818750000001,28.194437500000006
Punky Tattoos And Piercings Studio,3.5,53,,+27 78 194 5123,Van Rhijn St - Vanderbijlpark C. C. - Vanderbijlpark - 1939 - South Africa,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 1PM,Closed,-26.699312500000005,27.83693750000002
Hand Of Mysteries Tattoo,4.9,46,https://www.heartandhandtattoos.com/,,Shop 20 - Devon Valley Centre - 122 9th Ave - Weltevredenpark - Johannesburg - 2030 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,Closed,-26.136312499999995,27.93306249999999
Third Eye Tattoo & Art Studio,4.9,26,,+27 82 612 3421,42 Golf St - Waterkloof - Pretoria - 0145 - South Africa,10AM - 6PM,10AM - 6PM,Closed,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,-25.7841875,28.2595625
Iron Faith Tattoos,5.0,23,,+27 84 422 0322,169 Pretoria Rd - Rynfield - Benoni - 1514 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,8AM - 5PM,8AM - 3PM,-26.147937499999998,28.341562499999995
Unique Piercings & Tattoos,4.7,115,https://uniquepiercingstattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 11 427 1177,22 O'Reilly Merry St - Northmead - Benoni - 1501 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 5PM,9AM - 2PM,-26.166437500000008,28.32643750000001
In City Ink Tattoos And Body Piercings,4.7,335,https://www.instagram.com/incityink/,+27 82 617 4599,385 Helen Joseph St - Pretoria Central - Pretoria - 0001 - South Africa,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 4PM,Closed,-25.74543750000001,28.196562499999985
Tattoo Styles,4.3,190,http://www.tattoostyles.co.za/,+27 82 415 6023,Menlyn Park - Atterbury Rd - Mgnlo Park - Pretoria - 0063 - South Africa,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 8PM,9AM - 8PM,9AM - 6PM,-25.784062500000005,28.275562499999992
Hillside Tattoo Studio,4.9,61,https://www.hillsidetattoo.net/,+27 68 422 0848,396 Jan Smuts Avenue Randburg - Craighall Park - Johannesburg - 2196 - South Africa,Closed,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 2PM,Closed,-26.114812500000006,28.02243750000001
House Of Holland Tattoo Emporium Pta,4.9,42,https://www.houseofholland.online/,+27 72 779 6423,57 George Storrar Dr - Groenkloof - Pretoria - 0181 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 3PM,10AM - 2PM,-25.772312499999998,28.21681249999996
Os By Tshepo(Private Piercing/Tattoo Shop),5.0,50,tattoosbytshepo.co.za,+27 62 241 5237,24 Siemert Rd - New Doornfontein - Johannesburg - 2001 - South Africa,9AM - 9PM,9AM - 9PM,9AM - 9PM,9PM - 12AM,9AM - 9PM,9AM - 9PM,9AM - 5:30PM,-26.2019375,28.0553125
Tattoo Design Studio,3.9,28,,+27 82 579 7802,1237 Frayne St - Queenswood - Pretoria - 0186 - South Africa,,,,,,,,-25.717812499999994,28.255437499999985
Ytt Tattoo Studio,4.7,18,,+27 83 446 4277,322 Daphne Ave - Mountain View - Pretoria - 0082 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 2PM,-25.696937500000004,28.168062500000005
Kevins Kustom Tattoos At Sacred Art Tattoo Lounge,4.6,16,https://www.facebook.com/kevinskustomtattoos/,+27 73 144 0115,11 Cadoza St - Westdene - Johannesburg - 2092 - South Africa,,,,,,,,-26.176250000000003,27.996249999999975
Cobra Kc Tattoos (Ckct),4.9,14,,+27 83 293 8390,Gemelli - Main Rd - Bryanston - Sandton - South Africa,Closed,9:30AM - 5PM,9:30AM - 5PM,9:30AM - 5PM,9:30AM - 5PM,9:30AM - 5PM,9:30AM - 5PM,-26.052062500000005,28.023062499999995
Tattoo'S By Mr Dee'S,4.0,12,,+27 82 526 0333,Shop No. 2 - Northcliff Corner Shopping Centre - Beyers Naude Dr - Northcliff - Johannesburg - 2123 - South Africa,,,,,,,,-26.1454375,27.98406249999998
True Love Tattoo,5.0,26,,+27 10 495 6014,Shop no. 9 Linden Square Shopping Centre - Corner of 4th Avenue and - 8th St - Randburg - 2193 - South Africa,Closed,11AM - 6PM,11AM - 6PM,11AM - 6PM,11AM - 6PM,11AM - 6PM,Closed,-26.1415625,27.99368749999998
Mo Tattoos,4.8,17,,+27 71 984 1415,112 Ulundi St - Tembisa - 1632 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 3PM,-25.984062500000007,28.23881249999998
Dark Rose Tattoo,5.0,16,https://darkrose-tattooshop.business.site/?utm_source=gmb&utm_medium=referral,+27 76 189 4904,54 Loch St - Meyerton - 1961 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 5PM,Closed,-26.5600625,28.0180625
Vitamin Ink Tattoos,4.8,127,m.facebook.com,+27 82 513 3687,Shop 3a Eco Boulevard Shopping Center - Eco-Park Estate - Centurion - 0144 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 1PM,10AM - 1PM,-25.87593750000002,28.176937500000022
Emerald Rain Tattoos,4.7,9,emeraldraintattoos.com,+27 73 580 4842,39 Gleneagles Rd - Greenside - Randburg - 2195 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,-26.145812500000005,28.011812499999976
Alberante Ink (Tattoo Saloon),5.0,13,https://www.facebook.com/tattoosaloon.co.za?_rdc=1&_rdr,+27 73 175 1024,11 Meredy St - Randhart - Alberton - 1457 - South Africa,9AM - 10PM,9AM - 10PM,9AM - 10PM,9AM - 10PM,9AM - 10PM,9AM - 5PM,9AM - 5PM,-26.2905625,28.1178125
Creative Tattoo Studio,4.7,15,https://creative-tattoo-studio-tattoo-shop.business.site/?utm_source=gmb&utm_medium=referral,+27 71 941 0295,253 Louis Trichardt Blvd - Se7 - Vanderbijlpark - 1911 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-26.71418750000001,27.847437499999998
Fantasy Tattoos,4.9,22,,+27 82 804 4834,Cnr Jochem Van Bruggen and Nelson Mandela Ave Opposite Lua Cafe Grey business complex - Alberton - 1449 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 5PM,9AM - 2PM,-26.286437499999998,28.105687500000002
Tattooinc Tattoo Equipment & Supplies,4.9,34,https://tattooinc.co.za/,+27 82 418 6448,17 Dias Place - Doornpoort - Pretoria - 0186 - South Africa,,,,,,,,-25.653937499999998,28.245437499999966
Evil Ink Tattoos,4.8,9,,+27 73 373 5897,28 Hoeveld Rd - Ruimsig - Honeydew - 1724 - South Africa,10AM - 7PM,10AM - 7PM,10AM - 7PM,10AM - 7PM,10AM - 7PM,9AM - 6PM,Closed,-26.0853125,27.8881875
Mythical Ink Tattoo'S,4.9,11,,+27 81 359 4340,1018 Market St - Claremont - Pretoria - 0082 - South Africa,Closed,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,-25.7133125,28.1334375
Greedy Bear Tattoos,4.7,27,,+27 84 424 1717,818 Dhlomo Ln - Mofolo Central - Soweto - 1801 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 6PM,-26.2359375,27.885562499999978
Colour Me Inn Tattoo Studio,5.0,12,,+27 84 643 7330,211 Booysen St - Eloffsdal - Pretoria - 0084 - South Africa,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,-25.710187500000004,28.185687500000014
Black Ice Tattoos,4.7,17,,+27 76 266 8173,16 Homestead Ave - Homelake - Randfontein - 1759 - South Africa,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,-26.171687500000004,27.69943750000003
Rising Dragon Tattoo,4.6,178,http://www.risingdragontattoo.co.za/,+27 73 314 0437,64 Crawford Dr - Douglasdale - Johannesburg - 2191 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,Closed,-26.043562499999993,27.998562500000006
Sinister Inc Tattoo And Piercing Pty Ltd,4.8,65,sinisterinc.co.za,+27 81 810 3966,162 A Bessiebos Ave - Wonderboom - Pretoria - 0182 - South Africa,11AM - 5PM,12AM - 5PM,11AM - 5PM,11AM - 5PM,11AM - 5:30PM,11AM - 6PM,11:30AM - 3:30PM,-25.681562500000013,28.213437499999984
Ardor Tattoo Collective,5.0,12,ardortattoo.co.za,+27 62 714 8170,385 Jack Hindon St - Pretoria North - Pretoria - 0182 - South Africa,8AM - 4PM,8AM - 4PM,8AM - 4PM,8AM - 4PM,8AM - 4PM,9AM - 3PM,9AM - 3PM,-25.666312500000004,28.16818750000003
Ink By Nala Tattoos,4.8,151,https://www.instagram.com/p/B-9Exkbphky/,+27 12 516 0050,The Fields - 1078 Burnett St - Hatfield - Pretoria - 0083 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,10AM - 8PM,9AM - 5PM,9AM - 5PM,9AM - 2PM,-25.750312499999993,28.23356249999999
Da Vinci Tattoo Art,5.0,10,https://blvkhvndart.wixsite.com/davincitattooart,+27 62 801 8809,18 Penzance St - New Redruth - Alberton - 1449 - South Africa,Closed,12 - 8PM,12 - 8PM,12 - 8PM,12 - 8PM,10AM - 8PM,10AM - 2PM,-26.267812499999998,28.115687499999993
Tattoo Styles,3.9,60,tattoostyles.co.za,+27 82 415 6023,Shop 110A - Nellmapuis Dr - Irene Farm Villages - Centurion - 0133 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 5PM,-25.862062500000008,28.25081250000001
Royal Tattoos (Pty) Ltd,4.7,17,https://royal-tattoos-and-smokers.business.site/?utm_source=gmb&utm_medium=referral,+27 83 566 5126,Cemetery Rd - Bram Fischerville - Soweto - 1875 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,-26.1925625,27.8678125
One More Tattoo,4.9,29,onemoretattoo.co.za,+27 78 853 6464,57 Randpark Dr - Randpark Ridge - Johannesburg - 2169 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 3PM,-26.106812500000004,27.959312499999967
Tattoo Styles,4.0,37,http://www.tattoostyles.co.za/,+27 82 415 6023,Shop 115 - Mall@Carnival Hiedelburg Road & - Airport Rd - Dalpark - Brakpan - 1552 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 7PM,9AM - 6PM,9AM - 5PM,-26.250812500000002,28.317187500000003
Bunnycorpse Custom Tattoo & Piercing Studio,4.9,78,https://www.facebook.com/bunnycorpsetattoos/,+27 81 041 3471,Shop 3 - 30 Wes St - Middelburg - 1055 - South Africa,Closed,11AM - 5PM,11AM - 5PM,11AM - 5PM,11AM - 5PM,11AM - 3PM,Closed,-25.7661875,29.452437499999988
Rumble And Hum Tattoo,4.8,251,https://www.instagram.com/rumbleandhum/,+27 66 150 8123,Shop 25 - Town square Shopping centre - Weltevredenpark - Johannesburg - 1709 - South Africa,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,Closed,-26.136812499999998,27.918812500000016
The Tattoo Studio 012,4.2,10,,+27 82 622 0106,241 Serene St - Garsfontein - Pretoria - 0081 - South Africa,Closed,10AM - 4:30PM,10AM - 4:30PM,10AM - 4:30PM,10AM - 4:30PM,10AM - 4:30PM,Closed,-25.7890625,28.284937499999998
Tattoo Styles,4.6,40,http://www.tattoostyles.co.za/,+27 82 415 6023,55 Van Buuren Rd - Bedfordview - Germiston - 2007 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,9AM - 6PM,Closed,-26.1790625,28.136562499999982
